,Day,SVI,Close
617,2017-09-09,17.142857142857142,4325.17
618,2017-09-10,16.0,4243.48
619,2017-09-11,12.727272727272728,4209.69
620,2017-09-12,14.181818181818182,4155.55
621,2017-09-13,20.0,3855.01
622,2017-09-14,25.454545454545457,3242.63
623,2017-09-15,24.363636363636363,3709.85
624,2017-09-16,14.90909090909091,3715.38
625,2017-09-17,12.0,3716.46
626,2017-09-18,16.53846153846154,4098.03
627,2017-09-19,15.384615384615385,3903.4
628,2017-09-20,12.692307692307693,3866.0
629,2017-09-21,13.846153846153847,3616.74
630,2017-09-22,12.307692307692308,3620.96
631,2017-09-23,10.384615384615385,3783.6
632,2017-09-24,10.0,3667.99
633,2017-09-25,11.11111111111111,3916.48
634,2017-09-26,10.74074074074074,3885.14
635,2017-09-27,12.222222222222221,4204.51
636,2017-09-28,11.481481481481481,4188.0
637,2017-09-29,11.11111111111111,4182.89
638,2017-09-30,10.0,4327.63
639,2017-10-01,10.0,4388.74
640,2017-10-02,16.666666666666668,4385.7
641,2017-10-03,16.666666666666668,4300.0
642,2017-10-04,15.555555555555557,4214.25
643,2017-10-05,15.555555555555557,4318.57
644,2017-10-06,15.0,4362.42
645,2017-10-07,13.88888888888889,4425.01
646,2017-10-08,15.0,4602.5
647,2017-10-09,12.651162790697674,4751.08
648,2017-10-10,13.395348837209301,4756.22
649,2017-10-11,13.023255813953488,4813.85
650,2017-10-12,21.58139534883721,5437.68
651,2017-10-13,26.41860465116279,5636.28
652,2017-10-14,17.488372093023255,5799.99
653,2017-10-15,16.0,5694.61
654,2017-10-16,16.727272727272727,5748.56
655,2017-10-17,15.636363636363637,5592.26
656,2017-10-18,15.636363636363637,5569.33
657,2017-10-19,15.636363636363637,5695.01
658,2017-10-20,20.0,5984.03
659,2017-10-21,20.0,6012.58
660,2017-10-22,16.0,5974.97
661,2017-10-23,30.076923076923077,5899.6
662,2017-10-24,32.43589743589744,5517.21
663,2017-10-25,29.48717948717949,5741.66
664,2017-10-26,28.307692307692307,5889.42
665,2017-10-27,25.35897435897436,5765.32
666,2017-10-28,21.82051282051282,5730.01
667,2017-10-29,23.0,6132.76
668,2017-10-30,17.353846153846156,6124.69
669,2017-10-31,21.784615384615385,6448.36
670,2017-11-01,26.584615384615386,6741.02
671,2017-11-02,36.92307692307693,7037.48
672,2017-11-03,31.01538461538462,7150.58
673,2017-11-04,24.0,7371.55
674,2017-11-05,24.0,7394.44
675,2017-11-06,110.5,6975.01
676,2017-11-07,105.625,7109.7
677,2017-11-08,126.75,7465.53
678,2017-11-09,21.125,7151.49
679,2017-11-10,24.375,6585.11
680,2017-11-11,21.125,6340.0
681,2017-11-12,26.0,5849.37
682,2017-11-13,32.72727272727273,6549.3
683,2017-11-14,26.18181818181818,6606.75
684,2017-11-15,28.36363636363636,7292.65
685,2017-11-16,28.36363636363636,7852.44
686,2017-11-17,39.272727272727266,7677.17
687,2017-11-18,28.36363636363636,7776.54
688,2017-11-19,24.0,8046.98
689,2017-11-20,47.14285714285714,8246.01
690,2017-11-21,50.285714285714285,8120.36
691,2017-11-22,44.0,8240.82
692,2017-11-23,37.714285714285715,8009.88
693,2017-11-24,37.714285714285715,8209.88
694,2017-11-25,40.857142857142854,8779.62
695,2017-11-26,66.0,9306.21
696,2017-11-27,110.88,9763.11
697,2017-11-28,126.72,9941.7
698,2017-11-29,233.64,9827.29
699,2017-11-30,182.16,9934.4
700,2017-12-01,138.6,10910.18
701,2017-12-02,106.92,10888.01
702,2017-12-03,99.0,11231.21
703,2017-12-04,52.8,11668.84
704,2017-12-05,52.8,11711.2
705,2017-12-06,75.68,13735.16
706,2017-12-07,176.0,17050.0
707,2017-12-08,146.08,16250.01
708,2017-12-09,98.56,15041.0
709,2017-12-10,88.0,15268.98
710,2017-12-11,146.34146341463415,16800.19
711,2017-12-12,136.58536585365854,17382.19
712,2017-12-13,121.95121951219512,16460.9
713,2017-12-14,104.8780487804878,16678.79
714,2017-12-15,92.6829268292683,17744.5
715,2017-12-16,95.1219512195122,19499.99
716,2017-12-17,100.0,19260.5
717,2017-12-18,67.1,18983.0
718,2017-12-19,68.625,17640.01
719,2017-12-20,85.39999999999999,16596.09
720,2017-12-21,68.625,15800.0
721,2017-12-22,143.35,14000.0
722,2017-12-23,86.925,15002.72
723,2017-12-24,61.0,14100.01
724,2017-12-25,63.75,13986.68
725,2017-12-26,67.5,15830.86
726,2017-12-27,61.875,15418.95
727,2017-12-28,61.875,14488.61
728,2017-12-29,56.25,14574.99
729,2017-12-30,54.375,12675.68
730,2017-12-31,45.0,13820.26
731,2018-01-01,40.173913043478265,13338.41
732,2018-01-02,51.65217391304348,14740.09
733,2018-01-03,53.56521739130435,15144.0
734,2018-01-04,47.82608695652174,15199.99
735,2018-01-05,49.73913043478261,16945.5
736,2018-01-06,45.913043478260875,17175.0
737,2018-01-07,44.0,16150.15
738,2018-01-08,79.44444444444444,14980.01
739,2018-01-09,73.33333333333333,14477.55
740,2018-01-10,73.33333333333333,14929.39
741,2018-01-11,85.55555555555554,13301.77
742,2018-01-12,67.22222222222221,13815.26
743,2018-01-13,61.11111111111111,14174.38
744,2018-01-14,55.0,13626.27
745,2018-01-15,34.0,13597.6
746,2018-01-16,78.0,11399.01
747,2018-01-17,106.0,11240.19
748,2018-01-18,70.0,11298.0
749,2018-01-19,48.0,11535.56
750,2018-01-20,40.0,12744.98
751,2018-01-21,36.0,11501.0
752,2018-01-22,53.199999999999996,10780.0
753,2018-01-23,53.199999999999996,10820.81
754,2018-01-24,53.199999999999996,11346.58
755,2018-01-25,50.666666666666664,11114.0
756,2018-01-26,48.13333333333333,11091.99
757,2018-01-27,40.53333333333333,11372.85
758,2018-01-28,38.0,11633.11
759,2018-01-29,39.111111111111114,11135.34
760,2018-01-30,44.0,10007.42
761,2018-01-31,48.88888888888889,10112.6
762,2018-02-01,58.66666666666667,9000.73
763,2018-02-02,78.22222222222223,8845.07
764,2018-02-03,51.333333333333336,9221.14
765,2018-02-04,44.0,8162.94
766,2018-02-05,25.78125,6892.67
767,2018-02-06,31.25,7682.75
768,2018-02-07,47.65625,7582.76
769,2018-02-08,42.1875,8200.0
770,2018-02-09,36.71875,8697.78
771,2018-02-10,28.125,8553.5
772,2018-02-11,25.0,8073.9
773,2018-02-12,23.333333333333332,8900.0
774,2018-02-13,22.0,8519.07
775,2018-02-14,22.666666666666664,9480.27
776,2018-02-15,24.0,10017.18
777,2018-02-16,22.0,10183.63
778,2018-02-17,19.333333333333332,11100.0
779,2018-02-18,22.0,10403.01
780,2018-02-19,19.956521739130434,11166.92
781,2018-02-20,24.391304347826086,11206.22
782,2018-02-21,24.391304347826086,10475.0
783,2018-02-22,21.434782608695652,9829.96
784,2018-02-23,19.956521739130434,10161.62
785,2018-02-24,17.73913043478261,9697.21
786,2018-02-25,17.0,9595.0
787,2018-02-26,22.5,10300.0
788,2018-02-27,24.3,10562.46
789,2018-02-28,22.5,10296.86
790,2018-03-01,21.6,10900.95
791,2018-03-02,19.8,11027.77
792,2018-03-03,19.8,11433.72
793,2018-03-04,18.0,11467.19
794,2018-03-05,18.0,11400.01
795,2018-03-06,19.71428571428571,10696.87
796,2018-03-07,23.142857142857142,9884.26
797,2018-03-08,23.142857142857142,9295.77
798,2018-03-09,25.71428571428571,9257.0
799,2018-03-10,18.857142857142858,8769.2
800,2018-03-11,18.0,9530.94
801,2018-03-12,14.222222222222221,9110.39
802,2018-03-13,13.037037037037036,9146.52
803,2018-03-14,16.0,8198.82
804,2018-03-15,18.37037037037037,8266.99
805,2018-03-16,15.407407407407407,8265.81
806,2018-03-17,13.037037037037036,7870.99
807,2018-03-18,16.0,8197.29
808,2018-03-19,27.733333333333334,8599.01
809,2018-03-20,24.53333333333333,8904.23
810,2018-03-21,24.53333333333333,8902.53
811,2018-03-22,24.53333333333333,8710.44
812,2018-03-23,22.4,8925.0
813,2018-03-24,17.066666666666666,8540.33
814,2018-03-25,16.0,8457.04
815,2018-03-26,16.0,8149.46
816,2018-03-27,16.727272727272727,7794.46
817,2018-03-28,15.272727272727273,7941.87
818,2018-03-29,18.90909090909091,7086.6
819,2018-03-30,21.09090909090909,6838.71
820,2018-03-31,15.272727272727273,6920.5
821,2018-04-01,16.0,6811.02
822,2018-04-02,21.875,7049.99
823,2018-04-03,19.25,7418.53
824,2018-04-04,19.25,6794.31
825,2018-04-05,19.25,6777.0
826,2018-04-06,18.375,6592.94
827,2018-04-07,15.75,6895.99
828,2018-04-08,14.0,7022.72
829,2018-04-09,14.52941176470588,6771.01
830,2018-04-10,15.294117647058822,6830.68
831,2018-04-11,14.52941176470588,6939.43
832,2018-04-12,17.588235294117645,7920.39
833,2018-04-13,18.352941176470587,7875.94
834,2018-04-14,13.0,7998.07
835,2018-04-15,13.0,8357.43
836,2018-04-16,14.823529411764705,8052.27
837,2018-04-17,15.647058823529411,7890.3
838,2018-04-18,14.823529411764705,8167.0
839,2018-04-19,15.647058823529411,8269.3
840,2018-04-20,15.647058823529411,8847.07
841,2018-04-21,14.0,8920.0
842,2018-04-22,14.0,8800.0
843,2018-04-23,14.142857142857142,8933.0
844,2018-04-24,18.07142857142857,9649.99
845,2018-04-25,17.285714285714285,8865.01
846,2018-04-26,13.357142857142858,9280.95
847,2018-04-27,12.571428571428571,8926.0
848,2018-04-28,11.0,9343.83
849,2018-04-29,11.0,9393.29
850,2018-04-30,13.714285714285714,9244.38
851,2018-05-01,14.571428571428571,9059.84
852,2018-05-02,13.714285714285714,9211.7
853,2018-05-03,14.571428571428571,9727.5
854,2018-05-04,13.714285714285714,9691.37
855,2018-05-05,13.714285714285714,9812.81
856,2018-05-06,12.0,9599.88
857,2018-05-07,12.62295081967213,9361.96
858,2018-05-08,11.967213114754097,9181.42
859,2018-05-09,11.803278688524589,9308.45
860,2018-05-10,11.311475409836065,9017.58
861,2018-05-11,13.60655737704918,8398.44
862,2018-05-12,10.81967213114754,8466.31
863,2018-05-13,10.0,8685.5
864,2018-05-14,13.92156862745098,8682.73
865,2018-05-15,12.745098039215685,8475.58
866,2018-05-16,12.352941176470589,8344.94
867,2018-05-17,12.352941176470589,8060.01
868,2018-05-18,12.745098039215685,8230.0
869,2018-05-19,9.803921568627452,8240.01
870,2018-05-20,10.0,8515.17
871,2018-05-21,9.82456140350877,8395.71
872,2018-05-22,10.526315789473683,7985.77
873,2018-05-23,13.50877192982456,7497.47
874,2018-05-24,13.333333333333332,7572.49
875,2018-05-25,11.052631578947368,7462.65
876,2018-05-26,9.473684210526315,7333.2
877,2018-05-27,10.0,7349.12
878,2018-05-28,10.285714285714285,7098.11
879,2018-05-29,10.938775510204081,7460.0
880,2018-05-30,10.775510204081632,7387.88
881,2018-05-31,9.63265306122449,7484.84
882,2018-06-01,8.653061224489795,7521.01
883,2018-06-02,8.326530612244897,7643.52
884,2018-06-03,7.999999999999999,7709.99
885,2018-06-04,10.214285714285715,7500.0
886,2018-06-05,10.214285714285715,7610.0
887,2018-06-06,10.4,7657.93
888,2018-06-07,10.214285714285715,7691.26
889,2018-06-08,9.657142857142858,7647.19
890,2018-06-09,8.357142857142858,7501.64
891,2018-06-10,13.0,6770.0
892,2018-06-11,18.867924528301888,6878.0
893,2018-06-12,14.716981132075473,6550.0
894,2018-06-13,16.79245283018868,6297.7
895,2018-06-14,15.660377358490567,6639.66
896,2018-06-15,12.452830188679247,6388.98
897,2018-06-16,10.566037735849058,6486.86
898,2018-06-17,10.0,6444.35
899,2018-06-18,9.513513513513514,6711.16
900,2018-06-19,9.364864864864865,6740.96
901,2018-06-20,9.067567567567568,6758.31
902,2018-06-21,8.027027027027028,6717.88
903,2018-06-22,11.743243243243244,6073.38
904,2018-06-23,9.216216216216218,6172.55
905,2018-06-24,11.0,6149.99
906,2018-06-25,10.928571428571429,6242.53
907,2018-06-26,9.803571428571429,6060.01
908,2018-06-27,10.285714285714286,6135.8
909,2018-06-28,9.803571428571429,5850.13
910,2018-06-29,13.017857142857144,6202.49
911,2018-06-30,11.732142857142858,6389.01
912,2018-07-01,9.0,6345.53
913,2018-07-02,12.0,6615.13
914,2018-07-03,10.764705882352942,6508.36
915,2018-07-04,9.176470588235295,6583.72
916,2018-07-05,9.882352941176471,6529.47
917,2018-07-06,9.529411764705882,6587.45
918,2018-07-07,8.11764705882353,6754.14
919,2018-07-08,9.0,6700.88
920,2018-07-09,12.75,6666.0
921,2018-07-10,14.75,6299.0
922,2018-07-11,13.5,6380.0
923,2018-07-12,15.0,6249.75
924,2018-07-13,13.5,6225.82
925,2018-07-14,12.0,6250.02
926,2018-07-15,11.0,6347.99
927,2018-07-16,13.224489795918368,6729.22
928,2018-07-17,19.83673469387755,7322.78
929,2018-07-18,20.57142857142857,7378.55
930,2018-07-19,17.142857142857142,7466.58
931,2018-07-20,15.428571428571429,7334.8
932,2018-07-21,12.0,7408.79
933,2018-07-22,12.0,7400.37
934,2018-07-23,12.941176470588236,7713.62
935,2018-07-24,17.058823529411764,8400.0
936,2018-07-25,16.07843137254902,8160.0
937,2018-07-26,14.705882352941176,7926.36
938,2018-07-27,14.901960784313726,8192.21
939,2018-07-28,10.196078431372548,8234.98
940,2018-07-29,10.0,8216.06
941,2018-07-30,10.323076923076924,8166.86
942,2018-07-31,11.0,7725.05
943,2018-08-01,10.492307692307692,7602.14
944,2018-08-02,9.476923076923077,7536.0
945,2018-08-03,11.0,7413.7
946,2018-08-04,10.323076923076924,7014.55
947,2018-08-05,11.0,7032.06
948,2018-08-06,12.71875,6931.59
949,2018-08-07,12.890625,6720.18
950,2018-08-08,16.84375,6274.5
951,2018-08-09,13.921875,6540.47
952,2018-08-10,13.234375,6095.0
953,2018-08-11,13.578125,6228.07
954,2018-08-12,11.0,6318.21
955,2018-08-13,11.732142857142858,6257.31
956,2018-08-14,16.071428571428573,6196.17
957,2018-08-15,14.946428571428573,6269.74
958,2018-08-16,12.696428571428573,6313.83
959,2018-08-17,11.410714285714286,6580.76
960,2018-08-18,9.482142857142858,6389.99
961,2018-08-19,9.0,6491.5
962,2018-08-20,10.767857142857144,6258.36
963,2018-08-21,11.25,6476.53
964,2018-08-22,12.375000000000002,6350.0
965,2018-08-23,11.089285714285715,6524.17
966,2018-08-24,10.607142857142858,6692.0
967,2018-08-25,9.482142857142858,6730.95
968,2018-08-26,9.0,6706.31
969,2018-08-27,11.333333333333332,6909.0
970,2018-08-28,13.166666666666666,7075.1
971,2018-08-29,11.333333333333332,7033.83
972,2018-08-30,9.833333333333332,6977.96
973,2018-08-31,9.333333333333332,7017.1
974,2018-09-01,9.5,7196.18
975,2018-09-02,9.0,7284.57
976,2018-09-03,9.160714285714286,7252.41
977,2018-09-04,9.803571428571429,7354.92
978,2018-09-05,13.821428571428573,6688.01
979,2018-09-06,15.267857142857144,6496.37
980,2018-09-07,11.571428571428573,6395.85
981,2018-09-08,9.482142857142858,6185.27
982,2018-09-09,9.0,6243.21
983,2018-09-10,11.130434782608695,6300.0
984,2018-09-11,11.652173913043478,6278.84
985,2018-09-12,13.565217391304348,6324.13
986,2018-09-13,11.478260869565217,6485.0
987,2018-09-14,10.26086956521739,6518.88
988,2018-09-15,8.521739130434783,6530.08
989,2018-09-16,8.0,6498.37
990,2018-09-17,7.840000000000001,6251.56
991,2018-09-18,7.98,6339.92
992,2018-09-19,8.120000000000001,6383.42
993,2018-09-20,7.98,6495.87
994,2018-09-21,8.82,6759.51
995,2018-09-22,7.98,6710.26
996,2018-09-23,7.000000000000001,6702.64
997,2018-09-24,7.363636363636363,6577.78
998,2018-09-25,7.636363636363636,6433.42
999,2018-09-26,7.499999999999999,6455.44
1000,2018-09-27,7.09090909090909,6682.87
1001,2018-09-28,7.499999999999999,6621.37
1002,2018-09-29,6.2727272727272725,6580.22
1003,2018-09-30,6.0,6597.94
1004,2018-10-01,8.702702702702704,6573.94
1005,2018-10-02,9.08108108108108,6498.88
1006,2018-10-03,9.27027027027027,6465.97
1007,2018-10-04,9.45945945945946,6549.03
1008,2018-10-05,8.702702702702704,6581.37
1009,2018-10-06,7.567567567567568,6545.49
1010,2018-10-07,7.0,6573.17
1011,2018-10-08,8.0,6600.0
1012,2018-10-09,7.666666666666666,6593.48
1013,2018-10-10,9.0,6529.75
1014,2018-10-11,12.166666666666666,6153.83
1015,2018-10-12,10.0,6202.22
1016,2018-10-13,7.333333333333333,6195.0
1017,2018-10-14,7.0,6181.54
1018,2018-10-15,10.0,6436.32
1019,2018-10-16,9.0,6456.48
1020,2018-10-17,8.166666666666666,6439.0
1021,2018-10-18,8.166666666666666,6391.01
1022,2018-10-19,7.666666666666666,6386.44
1023,2018-10-20,6.5,6413.23
1024,2018-10-21,6.0,6412.64
1025,2018-10-22,7.666666666666666,6407.43
1026,2018-10-23,7.833333333333333,6395.25
1027,2018-10-24,7.666666666666666,6412.0
1028,2018-10-25,7.833333333333333,6389.7
1029,2018-10-26,7.5,6401.09
1030,2018-10-27,6.666666666666666,6410.01
1031,2018-10-28,6.0,6404.8
1032,2018-10-29,10.600000000000001,6263.67
1033,2018-10-30,9.0,6270.43
1034,2018-10-31,9.600000000000001,6305.58
1035,2018-11-01,9.200000000000001,6344.3
1036,2018-11-02,8.6,6350.98
1037,2018-11-03,7.800000000000001,6332.46
1038,2018-11-04,6.0,6425.09
1039,2018-11-05,9.428571428571429,6403.38
1040,2018-11-06,9.142857142857142,6448.41
1041,2018-11-07,8.285714285714285,6501.5
1042,2018-11-08,9.714285714285714,6405.88
1043,2018-11-09,8.0,6335.0
1044,2018-11-10,7.7142857142857135,6350.23
1045,2018-11-11,8.0,6360.98
1046,2018-11-12,10.588235294117649,6326.27
1047,2018-11-13,10.588235294117649,6258.26
1048,2018-11-14,20.823529411764707,5606.38
1049,2018-11-15,22.23529411764706,5572.71
1050,2018-11-16,16.58823529411765,5515.77
1051,2018-11-17,14.823529411764707,5503.64
1052,2018-11-18,12.0,5560.42
1053,2018-11-19,9.75,4733.82
1054,2018-11-20,14.772727272727273,4355.22
1055,2018-11-21,11.965909090909092,4546.67
1056,2018-11-22,7.386363636363637,4263.29
1057,2018-11-23,7.829545454545455,4288.25
1058,2018-11-24,8.125,3789.99
1059,2018-11-25,13.0,3933.57
1060,2018-11-26,20.25,3730.44
1061,2018-11-27,18.5,3771.43
1062,2018-11-28,17.25,4223.69
1063,2018-11-29,15.5,4240.53
1064,2018-11-30,13.25,3970.0
1065,2018-12-01,11.0,4141.59
1066,2018-12-02,10.0,4101.25
1067,2018-12-03,11.666666666666668,3835.01
1068,2018-12-04,11.458333333333334,3903.94
1069,2018-12-05,10.833333333333334,3691.92
1070,2018-12-06,12.5,3436.54
1071,2018-12-07,16.25,3377.83
1072,2018-12-08,11.458333333333334,3394.5
1073,2018-12-09,10.0,3529.66
1074,2018-12-10,11.521739130434783,3411.6
1075,2018-12-11,11.08695652173913,3347.11
1076,2018-12-12,11.08695652173913,3431.89
1077,2018-12-13,11.521739130434783,3265.44
1078,2018-12-14,13.91304347826087,3195.43
1079,2018-12-15,11.08695652173913,3184.06
1080,2018-12-16,10.0,3193.0
1081,2018-12-17,12.068181818181818,3502.84
1082,2018-12-18,12.068181818181818,3667.82
1083,2018-12-19,12.272727272727273,3683.97
1084,2018-12-20,12.272727272727273,4077.29
1085,2018-12-21,11.454545454545455,3839.06
1086,2018-12-22,9.40909090909091,3979.35
1087,2018-12-23,9.0,3948.58
1088,2018-12-24,10.694444444444445,4033.8
1089,2018-12-25,9.722222222222223,3777.97
1090,2018-12-26,10.11111111111111,3808.85
1091,2018-12-27,9.333333333333334,3588.67
1092,2018-12-28,9.13888888888889,3889.2
1093,2018-12-29,7.388888888888889,3729.57
1094,2018-12-30,7.0,3826.96
1095,2018-12-31,7.6000000000000005,3692.35
1096,2019-01-01,6.4,3823.63
1097,2019-01-02,8.4,3890.45
1098,2019-01-03,8.0,3786.91
1099,2019-01-04,8.0,3821.47
1100,2019-01-05,6.2,3797.41
1101,2019-01-06,7.0,4041.01
1102,2019-01-07,6.685714285714286,4007.47
1103,2019-01-08,6.685714285714286,3992.24
1104,2019-01-09,6.685714285714286,4000.67
1105,2019-01-10,7.542857142857143,3626.76
1106,2019-01-11,6.514285714285714,3637.28
1107,2019-01-12,5.828571428571428,3618.82
1108,2019-01-13,6.0,3514.08
1109,2019-01-14,7.928571428571428,3662.89
1110,2019-01-15,7.285714285714286,3582.09
1111,2019-01-16,7.071428571428571,3607.15
1112,2019-01-17,7.071428571428571,3641.4
1113,2019-01-18,6.642857142857142,3608.0
1114,2019-01-19,6.2142857142857135,3687.0
1115,2019-01-20,6.0,3533.49
1116,2019-01-21,7.111111111111111,3532.25
1117,2019-01-22,7.111111111111111,3577.24
1118,2019-01-23,7.111111111111111,3553.02
1119,2019-01-24,6.666666666666666,3570.25
1120,2019-01-25,7.111111111111111,3561.0
1121,2019-01-26,6.888888888888888,3558.19
1122,2019-01-27,6.0,3529.63
1123,2019-01-28,7.928571428571428,3429.7
1124,2019-01-29,7.071428571428571,3395.49
1125,2019-01-30,6.642857142857142,3436.11
1126,2019-01-31,6.642857142857142,3412.1
1127,2019-02-01,6.2142857142857135,3441.87
1128,2019-02-02,6.2142857142857135,3469.06
1129,2019-02-03,6.0,3415.99
1130,2019-02-04,6.800000000000001,3411.47
1131,2019-02-05,8.6,3429.98
1132,2019-02-06,7.4,3366.83
1133,2019-02-07,7.0,3359.99
1134,2019-02-08,7.800000000000001,3622.59
1135,2019-02-09,7.2,3624.11
1136,2019-02-10,6.0,3647.21
1137,2019-02-11,8.814814814814815,3588.58
1138,2019-02-12,8.296296296296296,3588.61
1139,2019-02-13,8.296296296296296,3576.48
1140,2019-02-14,8.814814814814815,3562.29
1141,2019-02-15,8.296296296296296,3567.12
1142,2019-02-16,7.259259259259259,3582.3
1143,2019-02-17,7.0,3626.7
1144,2019-02-18,5.6875,3866.99
1145,2019-02-19,6.270833333333334,3892.03
1146,2019-02-20,6.125,3941.16
1147,2019-02-21,5.541666666666667,3901.59
1148,2019-02-22,5.104166666666667,3946.56
1149,2019-02-23,5.541666666666667,4110.99
1150,2019-02-24,7.0,3732.48
1151,2019-02-25,8.785714285714285,3820.26
1152,2019-02-26,7.7142857142857135,3799.99
1153,2019-02-27,7.5,3800.0
1154,2019-02-28,7.5,3791.49
1155,2019-03-01,7.071428571428571,3808.12
1156,2019-03-02,6.642857142857142,3812.45
1157,2019-03-03,6.0,3789.61
1158,2019-03-04,5.517241379310345,3700.82
1159,2019-03-05,6.206896551724139,3845.73
1160,2019-03-06,6.03448275862069,3850.46
1161,2019-03-07,6.03448275862069,3855.26
1162,2019-03-08,5.172413793103448,3842.0
1163,2019-03-09,5.517241379310345,3917.49
1164,2019-03-10,5.0,3899.07248180414
1165,2019-03-11,6.4,3851.15
1166,2019-03-12,6.0,3862.12
1167,2019-03-13,5.800000000000001,3850.96
1168,2019-03-14,6.0,3855.87
1169,2019-03-15,6.0,3901.0
1170,2019-03-16,6.6000000000000005,3990.0
1171,2019-03-17,6.0,3965.45
1172,2019-03-18,5.714285714285714,3969.99
1173,2019-03-19,6.428571428571429,4001.3
1174,2019-03-20,6.785714285714286,4032.0
1175,2019-03-21,6.428571428571429,3975.01
1176,2019-03-22,6.071428571428571,3986.67
1177,2019-03-23,5.535714285714286,3982.45
1178,2019-03-24,5.0,3971.53
1179,2019-03-25,11.785714285714285,3908.7
1180,2019-03-26,12.178571428571429,3919.99
1181,2019-03-27,12.571428571428571,4027.35
1182,2019-03-28,12.178571428571429,4012.81
1183,2019-03-29,13.357142857142858,4082.72
1184,2019-03-30,11.785714285714285,4094.03
1185,2019-03-31,11.0,4095.01
1186,2019-04-01,7.239130434782609,4136.54
1187,2019-04-02,17.804347826086957,4903.8
1188,2019-04-03,19.565217391304348,4976.94
1189,2019-04-04,12.717391304347826,4907.68
1190,2019-04-05,10.173913043478262,5041.0
1191,2019-04-06,9.978260869565219,5044.56
1192,2019-04-07,9.0,5196.02
1193,2019-04-08,12.756756756756758,5287.88
1194,2019-04-09,10.81081081081081,5194.98
1195,2019-04-10,11.45945945945946,5319.55
1196,2019-04-11,10.378378378378379,5044.68
1197,2019-04-12,9.297297297297298,5091.58
1198,2019-04-13,8.216216216216218,5069.48
1199,2019-04-14,8.0,5161.51
1200,2019-04-15,8.6,5036.86
1201,2019-04-16,8.200000000000001,5203.65
1202,2019-04-17,9.0,5246.1
1203,2019-04-18,8.4,5283.73
1204,2019-04-19,8.200000000000001,5286.63
1205,2019-04-20,8.4,5321.31
1206,2019-04-21,8.0,5296.26
1207,2019-04-22,8.324324324324325,5390.0
1208,2019-04-23,10.594594594594595,5538.25
1209,2019-04-24,,5445.16
1210,2019-04-25,,5138.43
1211,2019-04-26,,5140.38
1212,2019-04-27,,5174.18
1213,2019-04-28,7.0,5157.02
1214,2019-04-29,,5149.86
1215,2019-04-30,,5266.34
